ARLAEJO1187B98DB85,FU-Schnickens,SONFOEG12A8C13B8B8,True Fuschnick,-9.093,101.871,0.59099999999999997,0.28899999999999998,1992
ARE26EG1187B990AEF,Sunscreem,SOICLQB12A8C13637C,Exodus,-8.9550000000000001,130.20099999999999,0.625,0.55800000000000005,1995
AR91DZT1187FB4C599,Frost,SOTZIPQ12AB01803AA,My Plastic Heart (Plastic Operator Remix),-12.624000000000001,126.946,0.95399999999999996,0.72599999999999998,0
ARHUC691187B9AD27F,The Mars Volta,SOFDYGC12A6D4F9059,Inertiatic Esp,-3.952,112.486,0.501,0.61199999999999999,2003
AR0O3AV1187FB4D030,Agnostic Front,SOPWWAV12A8C13A825,Sickness,-3.5649999999999999,151.184,0.28199999999999997,0.32200000000000001,1999
ARS0W831187B9AF0B7,Maximilian Hecker,SOFWWIA12AB01884A1,Sleepy Lad,-14.689,77.006,0.89700000000000002,0.79000000000000004,2004
ARBJC9U1187B9A70AC,Kitty Kallen,SOQPFGN12A8C13C1B3,Mother_ Mother_ Mother_ Pin A Rose On Me,-14.281000000000001,121.56,0.45500000000000002,0.67300000000000004,0
ARI28VJ1187FB4EAD7,Slackbaba,SOCWFVT12AB01890F8,Sea of Green,-7.016,88.644000000000005,0.67000000000000004,0.45900000000000002,2006
ARA8O8L1187B9AD61D,Professor Longhair,SOBPMLZ12AB01819E3,Hey Little Girl (1949),-10.333,113.44499999999999,0.503,0.52300000000000002,0
ARZVTZN1187FB579D4,Jim Reeves,SOWVTAJ12A8C13C6D5,Jingle Bells,-13.323,95.263999999999996,0.42399999999999999,0.45900000000000002,1963
ARHCZHQ12086C11407,Henri Rene And His Orchestra,SOTSKKZ12A6D4F71C4,Petite Fleur (Instrumental) (1996 Digital Remaster),-16.797000000000001,112.911,0.13800000000000001,0.34000000000000002,0
AR9W3X91187FB3994C,Phil Collins,SOBPTED12A6D4F99C7,You Can't Hurry Love (Live),-9.7899999999999991,206.941,0.23699999999999999,0.35099999999999998,1990
AR0JPOG1187FB37383,Lyrics Born,SOYJHEW12A8C133A40,I Changed My Mind (DJ Spinna Remix),-3.528,98.927000000000007,0.53300000000000003,0.29399999999999998,2005
AR0S0EO1187FB490BE,Disco D feat. Lola Damone & Helluva,SOPYMLY12AC3DF67AE,Keys To The Whip (Straight Pimpin' Mix),-7.7649999999999997,152.34,0.051999999999999998,0.38,0
ARQ76LG1187B9ACD84,Black Flag,SOOFHUH12A8C1340A5,Out Of This World,-13.77,207.238,0.57699999999999996,0.503,1985
ARODOO01187FB44F4A,The Baltimore Consort,SOWCJPI12AAF3B229C,Howells Delight,-17.271000000000001,123.78400000000001,0.64600000000000002,0.76600000000000001,0
ARXJSHW1187B9A2A52,Nestor Torres,SOLDLRC12AC907269F,This Side Of Paradise,-8.0340000000000007,195.995,0.66700000000000004,0.47599999999999998,2001
ARUGU0E1187B9B30F6,The Doors,SOJTAWE12A6D4F8EAC,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),-27.684999999999999,66.155000000000001,0.214,0.22700000000000001,0
AR23MLO119B8668CDA,Jaco & Mixxmaster,SOLXIWW12AC468805A,Feeling,-5.6390000000000002,136.98099999999999,1.0,0.82899999999999996,2008
AR3AIEI1187B992D8D,Marilyn Horne,SOPZACG12A6D4F9271,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",-23.593,47.969999999999999,0.44,0.53600000000000003,0
AR5ZVJ91187B99083A,Soulwax,SOHKLFL12A6D4FA150,Kill Your Darlings,-8.1460000000000008,111.223,0.53600000000000003,0.441,1996
ARP7ILI1187B9AE9F7,Phantom Planet,SOWLJJD12AF729D3F5,Here I Am,-9.6280000000000001,105.902,0.55400000000000005,0.52600000000000002,2004
AR6JVK31187FB58FE3,Eiffel 65,SODDBHT12AB0186B6E,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],-5.2859999999999996,130.03899999999999,0.001,0.083000000000000004,0
ARXB7B21187B98BEF0,Marisela,SOTNLYM12AB0181695,La Otra,-9.4670000000000005,134.19200000000001,0.73599999999999999,0.68899999999999995,0
ARKCYJV1187FB392E9,Set Your Goals,SOKPTHW12AB018AB51,This Very Moment,-6.7539999999999996,131.63900000000001,0.68300000000000005,0.52800000000000002,2006
ARCZ20M1187FB49687,Tony Joe White,SOPUCKL12A6D4FB5A6,The Coloness Of The Chain,-17.815999999999999,139.905,0.078,0.51600000000000001,1993
ARRWDU31187B9B5656,Jimmy McCracklin,SOERGHR12AAF3B2A52,Gotta Cut Out,-8.4410000000000007,101.241,0.39700000000000002,0.161,2002
ARYSHL01187B9AAEC7,Hysterie,SOQMALF12AAF3B4144,Be my Lover,-7.2240000000000002,131.98599999999999,0.249,0.44500000000000001,0
ARWX7AO1187B9B91AA,Jose Luis Perales,SORWORW12A6D4FBBE2,No Soy Uno Más,-6.0250000000000004,136.47800000000001,0.372,0.46899999999999997,2008
ARZIKR01187B98DF08,Joe Grushecky,SOISJLZ12AC3DF6DE7,Firewater,-5.7469999999999999,136.32599999999999,0.42099999999999999,0.33400000000000002,0
ARBB58Y1187B9B621B,Bill & Gloria Gaither,SOMDWZC12A8C13A065,I'll Meet You By The River (Southern Convention Songs Version),-12.098000000000001,42.796999999999997,0.36499999999999999,0.40000000000000002,0
AR1PCLK1187FB5BBFF,Angelo Badalamenti / Keira Knightley,SONWLUL12A8C13AEEE,Overture/Blue Tahitian Moon,-10.462,123.797,0.45900000000000002,0.54600000000000004,0
ARKFYS91187B98E58F,Jeff And Sheri Easter,SOFZGIT12A58A7CD2D,Loving By Heart,-4.8810000000000002,119.983,0.79900000000000004,0.71999999999999997,0
ARLAWDD1187FB48367,Carlos Vives,SOURXDF12AB0180C6C,Cancion De Amor Eterno,-17.547999999999998,132.358,0.19,0.313,2000
ARMHR011187B9A62B5,Joe Bataan,SOYTIWN12A6D4FBA37,Ernestine,-11.574,87.466999999999999,0.61299999999999999,0.55300000000000005,2005
ARQVLQJ1187B98F11F,Mau Mau,SOLWGCZ12A6D4FA8F3,Finisterre (Live),-13.297000000000001,107.983,0.68700000000000006,0.44800000000000001,0
ARO2PB81187B98EB4A,Lari White,SODKKPS12AB018397C,The One Who Lives Inside Your Heart,-13.805,137.00200000000001,0.72199999999999998,0.63300000000000001,0
